Course ID,Dept Cd,Major Disproportionate Impact,URM Disproportionate Impact,First Gen Disproportionate Impact, Gender Disproportionate Impact,Transfer Disproportionate Impact,N,N Qtrs w/Enrollment,Count of DFW Grades,% DFW,Avg. End Waitlist Count/Qtr,Avg. N Students Affected/Offering,N Courses Blocked ,Max. Complexity,Impact Index 
ECON174,ECON,,,,,,60,2,6,10%,0,3,,,2
ECON178,ECON,,Y,,,,189,3,18,10%,6,12,,,5
ECON183,ECON,,,,,,158,2,2,1%,1,2,,,1
ECON190,ECON,,,,,,28,1,2,7%,0,2,,,2
ECON191A,ECON,,,,,,24,3,1,4%,0,0,,,0
ECON191B,ECON,,,,,,23,3,1,4%,0,0,,,0
ECON195,ECON,,,,,,118,8,0,0%,0,0,,,0
ECON2,BIOL,,Y,Y,,,41,7,6,15%,3,4,,,1
ECON2,CHEM,,Y,Y,,,23,6,3,13%,3,4,,,1
ECON2,COGS,,Y,Y,,,26,6,0,0%,3,3,,,1
ECON2,CSE,,Y,Y,,,46,7,1,2%,3,3,,,1
ECON2,DSC,,Y,Y,,,36,7,0,0%,3,3,,,1
ECON2,ECE,,Y,Y,,,24,7,0,0%,3,3,,,1
ECON2,ECON,,Y,Y,,,279,7,36,13%,3,8,,,2
ECON2,ESYS,,Y,Y,,,90,7,7,8%,3,4,1.0,4.0,3
ECON2,INTL,Y,Y,Y,,Y,157,7,30,19%,3,7,0.0,2.0,3
ECON2,MAE,,Y,Y,,,33,6,1,3%,3,3,,,1
ECON2,MATH,,Y,Y,,,122,7,10,8%,3,4,,,2
ECON2,POLI,,Y,Y,,,21,7,0,0%,3,3,,,1
ECON2,UNAF,,Y,Y,,,30,7,3,10%,3,3,,,1
ECON3,BIOL,,Y,Y,,,67,9,6,9%,11,12,,,3
ECON3,CHEM,,Y,Y,,,22,8,1,5%,11,11,,,3
ECON3,COGS,,Y,Y,,,39,7,1,3%,11,11,,,3
ECON3,CSE,,Y,Y,,,47,9,0,0%,11,11,,,3
ECON3,DSC,,Y,Y,,,153,9,3,2%,11,11,,,3
ECON3,ECE,,Y,Y,,,38,8,5,13%,11,12,,,3
ECON3,ECON,,Y,Y,,,1492,9,119,8%,11,24,2.0,5.0,15
ECON3,INTL,,Y,Y,,,79,9,11,14%,11,12,0.0,2.0,5
ECON3,MAE,,Y,Y,,,33,8,0,0%,11,11,,,3
ECON3,MATH,,Y,Y,,,278,9,14,5%,11,13,0.0,2.0,5
ECON3,POLI,,Y,Y,,,45,8,5,11%,11,12,,,3
ECON3,PSYC,,Y,Y,,,36,9,1,3%,11,11,,,3
ECON3,UNAF,,Y,Y,,,70,8,6,9%,11,12,,,3
ECON4,BIOL,,Y,,,,42,8,2,5%,6,6,,,1
ECON4,ECON,,Y,,,,515,8,40,8%,6,11,,,2
ECON4,INTL,,Y,,,Y,548,8,73,13%,6,15,,,2
ECON4,MATH,,Y,,,,145,8,9,6%,6,7,,,1
ECON4,PSYC,,Y,,,,48,8,10,21%,6,7,,,1
ECON4,UNAF,,Y,,,,40,8,8,20%,6,7,,,1
ECON4,USP,,Y,,,,56,8,7,13%,6,7,,,1
ECON5,BIOL,,,,,,25,6,1,4%,16,16,,,3
ECON5,DSC,,,,,,31,6,0,0%,16,16,,,3
ECON5,ECON,,,,,,1816,7,54,3%,16,24,,,3
ECON5,INTL,,,,,,35,7,5,14%,16,17,,,2
ECON5,MATH,,,,,,61,7,1,2%,16,16,,,2
ECON5,POLI,,,,,,63,7,6,10%,16,17,,,2
ECON5,UNAF,,,,,,20,6,0,0%,16,16,,,3
EDS102,EDS,,,,,,142,4,3,2%,5,6,0.0,1.0,1
EDS103,EDS,,,,,,130,4,14,11%,2,6,0.0,1.0,1
EDS110R,No major,,,,,,30,3,4,13%,0,1,,,0
EDS110R,EDS,,,,,,47,3,3,6%,0,1,,,0
EDS110R,PSYC,,,,,,26,3,3,12%,0,1,,,0
EDS111,EDS,,,,,,65,3,1,2%,3,3,,,1
EDS112,EDS,,,,,,30,3,2,7%,1,2,,,1
EDS113,PSYC,,,,,,20,2,1,5%,3,4,,,2
EDS114,COGS,,,,,,98,7,8,8%,0,1,,,0
EDS114,EDS,,,,,,49,7,6,12%,0,1,,,0
EDS115,BIOL,,,,,,24,7,0,0%,0,0,,,0
EDS115,COGS,,,,,,53,7,2,4%,0,0,,,0
EDS115,EDS,,,,,,106,7,2,2%,0,0,,,0
EDS115,HDS,,,,,,45,7,1,2%,0,0,,,0
EDS115,PSYC,,,,,,53,7,2,4%,0,0,,,0
EDS116,EDS,,,,,,20,2,0,0%,0,0,,,0
EDS117,BIOL,,,,,,118,8,8,7%,4,5,,,1
EDS117,CHEM,,,,,,32,8,2,6%,4,4,,,1
EDS117,COGS,,,,,,72,8,2,3%,4,4,,,1
EDS117,ECON,,,,,,35,8,1,3%,4,4,,,1
EDS117,EDS,,,,,,70,7,4,6%,4,5,,,1
EDS117,HDS,,,,,,37,7,3,8%,4,4,,,1
EDS117,LING,,,,,,28,8,3,11%,4,4,,,1
EDS117,MATH,,,,,,74,8,1,1%,4,4,,,1
EDS117,PSYC,,,,,,101,8,8,8%,4,5,,,1
EDS118,EDS,,,,,,78,6,2,3%,1,1,,,0
EDS118,HDS,,,,,,55,6,1,2%,1,1,,,0
EDS118,MATH,,,,,,23,6,0,0%,1,1,,,0
EDS118,PSYC,,,,,,52,6,2,4%,1,1,,,0
EDS119,EDS,,,,,,24,3,4,17%,0,1,,,0
EDS124AR,No major,Y,,,Y,,74,5,19,26%,6,10,,,2
EDS124AR,BIOL,,,,Y,,37,7,0,0%,6,6,,,1
EDS124AR,COGS,,,,Y,,243,7,28,12%,6,10,,,1
EDS124AR,CSE,,,,Y,,632,7,15,2%,6,8,,,1
EDS124AR,ECE,,,,Y,,87,7,0,0%,6,6,,,1
EDS124AR,ECON,,,,Y,,37,6,0,0%,6,6,,,1
EDS124AR,EDS,,,,Y,,63,6,9,14%,6,8,,,1
EDS124AR,MATH,,,,Y,,41,7,1,2%,6,6,,,1
EDS124AR,PSYC,,,,Y,,31,6,2,6%,6,6,,,1
EDS124BR,No major,,Y,,,,27,9,6,22%,4,5,,,1
EDS124BR,BIOL,,Y,,,,40,9,1,3%,4,4,,,1
EDS124BR,COGS,,Y,,,,240,9,22,9%,4,6,,,1
EDS124BR,CSE,,Y,,,,649,9,31,5%,4,7,,,1
EDS124BR,ECE,,Y,,,,95,9,3,3%,4,4,,,1
EDS124BR,ECON,,Y,,,,30,8,2,7%,4,4,,,1
EDS124BR,EDS,,Y,,,,55,9,8,15%,4,5,,,1
EDS124BR,MATH,,Y,,,,57,9,5,9%,4,5,,,1
EDS124BR,PSYC,,Y,,,,30,9,6,20%,4,5,,,1
EDS125,BIOL,,,,,,41,7,1,2%,1,1,,,0
EDS125,COGS,,,,,,22,8,0,0%,1,1,,,0
EDS125,EDS,,,,,,57,8,1,2%,1,1,,,0
EDS125,LING,,,,,,44,8,6,14%,1,2,,,0
EDS125,POLI,,,,,,23,6,2,9%,1,1,,,0
EDS125,PSYC,,,,,,43,8,3,7%,1,1,,,0
EDS126,BIOL,,,,,,36,5,1,3%,4,4,,,1
EDS126,ECON,,,,,,30,5,1,3%,4,4,,,1
EDS126,EDS,,,,,,49,6,5,10%,4,5,,,1
EDS126,MATH,,,,,,25,6,0,0%,4,4,,,1
EDS126,PSYC,,,,,,54,6,1,2%,4,4,,,1
EDS128A,EDS,,,,,,88,3,2,2%,0,1,,,0
EDS128B,EDS,,,,,,87,3,1,1%,0,0,,,0
EDS129A,MATH,,,,,,52,3,0,0%,0,0,2.0,5.0,0
EDS129B,MATH,,,,,,57,3,0,0%,0,0,1.0,4.0,0
EDS129C,MATH,,,,,,55,3,0,0%,0,0,0.0,3.0,0
EDS130,BIOL,,,,,,41,9,2,5%,0,0,,,0
EDS130,EDS,,,,,,74,9,3,4%,0,0,,,0
EDS130,HDS,,,,,,59,9,0,0%,0,0,,,0
EDS130,PSYC,,,,,,60,9,1,2%,0,0,,,0
EDS131,HDS,,,,,,25,4,3,12%,0,1,,,0
EDS133,EDS,,,,,,30,5,2,7%,0,0,,,0
EDS133,PSYC,,,,,,80,5,0,0%,0,0,,,0
EDS136,EDS,,,,,,24,7,1,4%,0,0,,,0
EDS136,MATH,,,,,,27,7,0,0%,0,0,,,0
EDS139,BIOL,,,,,,168,9,3,2%,0,0,,,0
EDS139,CHEM,,,,,,32,9,0,0%,0,0,,,0
EDS139,COGS,,,,,,45,9,2,4%,0,0,,,0
EDS139,ECON,,,,,,26,8,2,8%,0,0,,,0
EDS139,EDS,,,,,,455,9,8,2%,0,1,0.0,3.0,0
EDS139,HDS,,,,,,146,9,2,1%,0,0,,,0
EDS139,HIST,,,,,,37,9,1,3%,0,0,,,0
EDS139,LING,,,,,,43,9,0,0%,0,0,,,0
EDS139,LIT,,,,,,59,9,1,2%,0,0,,,0
EDS139,MATH,,,,,,232,9,0,0%,0,0,,,0
EDS139,POLI,,,,,,53,9,2,4%,0,0,,,0
EDS139,PSYC,,,,,,286,9,3,1%,0,0,,,0
EDS139,SIO,,,,,,20,9,0,0%,0,0,,,0
EDS139,SOC,,,,,,57,9,1,2%,0,0,,,0
EDS139,VIS,,,,,,32,8,1,3%,0,0,,,0
EDS140,EDS,,,,,,40,3,1,3%,0,0,,,0
EDS141,EDS,,,,,,39,3,0,0%,0,0,,,0
EDS150,BIOL,,,,,,47,2,1,2%,0,1,,,0
EDS150,PSYC,,,,,,36,2,0,0%,0,0,,,0
EDS164R,No major,,,,,,29,4,4,14%,0,1,,,0
EDS164R,EDS,,,,,,57,4,4,7%,0,1,,,0
EDS164R,PSYC,,,,,,25,4,5,20%,0,1,,,0
EDS180,EDS,,,,,,55,5,2,4%,1,1,,,0
EDS190,MATH,,,,,,38,4,0,0%,2,2,,,1
EDS23,BIOL,,,,,,31,3,0,0%,0,0,,,0
EDS31,EDS,,,,,,22,6,3,14%,1,2,,,0
EDS38,EDS,,,,,,21,2,1,5%,0,1,,,0
EDS39,BIOL,,,,,,21,5,0,0%,0,0,,,0
EDS39,MATH,,,,,,44,5,0,0%,0,0,,,0
EDS50,BIOL,,,,,,80,2,1,1%,0,1,,,0
EDS50,CHEM,,,,,,25,2,0,0%,0,0,,,0
EDS50,CSE,,,,,,43,2,0,0%,0,0,,,0
EDS50,MAE,,,,,,20,2,1,5%,0,1,,,0
EDS50,POLI,,,,,,22,2,1,5%,0,1,,,0
EDS50,PSYC,,,,,,50,2,1,2%,0,1,,,0
EDS50,UNAF,,,,,,38,2,1,3%,0,1,,,0
EMED199,BIOL,,,,,,34,6,0,0%,0,0,,,0
ENG10,CSE,,,,,,43,8,3,7%,4,4,,,1
ENG10,ECE,,,,,,35,8,3,9%,4,4,,,1
ENG10,MAE,,,,,,96,9,1,1%,4,4,,,0
ENG10,UNAF,,,,,,20,9,2,10%,4,4,,,0
ENG100D,CENG,,,,,,26,8,0,0%,1,1,,,0
ENG100D,COGS,,,,,,198,9,7,4%,1,2,,,0
ENG100D,CSE,,,,,,192,9,0,0%,1,1,,,0
ENG100D,ECE,,,,,,34,9,0,0%,1,1,,,0
ENG100D,MAE,,,,,,23,7,0,0%,1,1,,,0
ENG100D,SE,,,,,,20,7,1,5%,1,1,,,0
ENG100DR,COGS,,,,,,87,5,1,1%,0,0,,,0
ENG100DR,CSE,,,,,,88,5,0,0%,0,0,,,0
ENG100L,BENG,,,,,,27,9,0,0%,0,0,,,0
ENG100L,COGS,,,,,,89,9,0,0%,0,0,,,0
ENG100L,CSE,,,,,,57,9,0,0%,0,0,,,0
ENG100L,ECE,,,,,,21,9,0,0%,0,0,,,0
ENG100L,MAE,,,,,,27,9,1,4%,0,0,,,0
ENG15,ECE,,,,,,20,7,0,0%,0,0,,,0
ENG15,MAE,,,,,,28,6,6,21%,0,1,,,0
ENG20,BENG,,,,,,20,3,0,0%,0,0,,,0
ENG20,MAE,,,,,,28,3,0,0%,0,0,,,0
ENG5,CSE,,,,,,20,2,0,0%,0,0,,,0
ENG5,ECE,,,,,,23,2,1,4%,0,1,,,0
ENVR102,BIOL,,,,,,33,7,1,3%,1,1,,,0
ENVR102,ESYS,,,,,,48,7,0,0%,1,1,,,0
ENVR102,POLI,,,,,,35,7,1,3%,1,1,,,0
ENVR102,USP,,,,,,32,7,1,3%,1,1,,,0
ENVR110,BIOL,,,,,,31,3,2,6%,3,4,,,1
ENVR110,ESYS,,,,,,25,3,0,0%,3,3,,,1
ENVR120,ESYS,,,,,,26,3,0,0%,1,1,,,0
ENVR140,BIOL,,,,,,20,3,0,0%,2,2,,,1
ENVR140,ESYS,,,,,,21,3,0,0%,2,2,,,1
ENVR30,BIOL,,,,,,38,3,2,5%,5,6,,,2
ENVR30,ECON,,,,,,66,3,2,3%,5,6,,,2
ENVR30,INTL,,,,,,45,3,3,7%,5,6,,,2
ENVR30,POLI,,,,,,74,3,2,3%,5,6,,,2
ENVR30,PSYC,,,,,,46,3,2,4%,5,6,,,2
ENVR30,SOC,,,,,,26,3,0,0%,5,5,,,2
ENVR30,USP,,,,,,25,3,0,0%,5,5,,,2
ERC20,BIOL,,,,,,28,5,0,0%,0,0,,,0
ERC20,INTL,,,,,,22,6,0,0%,0,0,,,0
ERC20,POLI,,,,,,31,6,0,0%,0,0,,,0
ESYS10,ECON,,,,,,23,2,0,0%,1,1,,,1
ESYS10,INTL,,,,,,21,2,2,10%,1,2,,,1
ESYS101,BIOL,,,,,,30,3,0,0%,0,0,,,0
ESYS101,ESYS,,,,,,250,3,5,2%,0,2,0.0,2.0,1
ESYS101,MAE,,,,,,36,3,1,3%,0,0,,,0
ESYS101,SIO,,,,,,24,3,0,0%,0,0,,,0
ESYS102,ESYS,,,,,,235,3,12,5%,0,4,0.0,3.0,4
ESYS103,BIOL,,,,,,30,3,1,3%,2,2,,,1
ESYS103,CENG,,,,,,48,3,0,0%,2,2,,,1
ESYS103,DSC,,,,,,54,3,1,2%,2,2,,,1
ESYS103,ESYS,,,,,,237,3,4,2%,2,3,3.0,10.0,11
ESYS103,MAE,,,,,,86,3,1,1%,2,2,,,1
ESYS103,SIO,,,,,,22,3,0,0%,2,2,,,1
ESYS187A,ESYS,,,,,,231,3,4,2%,0,1,2.0,9.0,4
ESYS187B,ESYS,,,,,,245,3,1,0%,0,0,1.0,8.0,1
ESYS187C,ESYS,,,,,,240,3,3,1%,0,1,0.0,7.0,2
ESYS199,ESYS,,,,,,20,3,0,0%,0,0,,,0
ESYS90,ESYS,,,,,,30,2,0,0%,5,5,,,3
ETHN1,BIOL,,,,,,113,2,2,2%,8,9,,,5
ETHN1,CHEM,,,,,,41,2,1,2%,8,9,,,4
ETHN1,COGS,,,,,,36,2,4,11%,8,10,,,5
ETHN1,CSE,,,,,,32,2,0,0%,8,8,,,4
ETHN1,ECON,,,,,,85,2,1,1%,8,9,,,4
ETHN1,INTL,,,,,,24,2,1,4%,8,9,,,4
ETHN1,MATH,,,,,,46,2,1,2%,8,9,,,4
ETHN1,POLI,,,,,,43,2,3,7%,8,10,,,5
ETHN1,PSYC,,,,,,73,2,1,1%,8,9,,,4
ETHN1,SOC,,,,,,24,2,0,0%,8,8,,,4
ETHN1,UNAF,,,,,,39,2,3,8%,8,10,,,5
ETHN100A,ETHN,,,,,,37,3,4,11%,0,1,2.0,6.0,3
ETHN100B,ETHN,,,,,,34,3,2,6%,0,1,1.0,5.0,1
ETHN100C,ETHN,,,,,,34,3,0,0%,0,0,0.0,4.0,0
ETHN101,BIOL,,,,,,43,3,2,5%,6,7,,,2
ETHN101,COGS,,,,,,20,3,1,5%,6,6,,,2
ETHN101,ECON,,,,,,35,3,0,0%,6,6,,,2
ETHN101,POLI,,,,,,21,3,0,0%,6,6,,,2
ETHN101,PSYC,,,,,,31,3,1,3%,6,6,,,2
ETHN101TV,BIOL,,,,,,21,3,0,0%,2,2,,,1
ETHN103,POLI,,,,,,24,3,0,0%,3,3,,,1
ETHN104,POLI,,,,,,30,3,1,3%,0,0,,,0
ETHN104,PSYC,,,,,,28,3,0,0%,0,0,,,0
ETHN125R,BIOL,,,,,,30,3,0,0%,4,4,,,1
ETHN144M,BIOL,,,,,,29,2,0,0%,0,0,,,0
ETHN144M,PSYC,,,,,,23,2,0,0%,0,0,,,0
ETHN179,BIOL,,,,,,23,5,1,4%,2,2,,,0
ETHN189,ETHN,,,,,,20,5,0,0%,0,0,,,0
ETHN1R,BIOL,,,,,,79,1,2,3%,3,5,,,5
ETHN1R,CHEM,,,,,,21,1,0,0%,3,3,,,3
ETHN1R,CSE,,,,,,23,1,0,0%,3,3,,,3
ETHN1R,ECON,,,,,,38,1,2,5%,3,5,,,5
ETHN1R,MATH,,,,,,20,1,0,0%,3,3,,,3
ETHN1R,PSYC,,,,,,50,1,2,4%,3,5,,,5
ETHN2,BIOL,,,,,,78,1,0,0%,19,19,,,19
ETHN2,ECON,,,,,,35,1,1,3%,19,20,,,20
ETHN2,MATH,,,,,,27,1,1,4%,19,20,,,20
ETHN2,PSYC,,,,,,40,1,0,0%,19,19,,,19
ETHN2R,BIOL,,,,,,131,2,1,1%,11,12,,,6
ETHN2R,CHEM,,,,,,32,2,0,0%,11,11,,,6
ETHN2R,COGS,,,,,,43,2,0,0%,11,11,,,6
ETHN2R,CSE,,,,,,39,2,1,3%,11,12,,,6
ETHN2R,ECE,,,,,,21,2,0,0%,11,11,,,6
ETHN2R,ECON,,,,,,62,2,3,5%,11,13,,,6
ETHN2R,INTL,,,,,,32,2,0,0%,11,11,,,6
ETHN2R,MAE,,,,,,29,2,0,0%,11,11,,,6
ETHN2R,MATH,,,,,,66,2,1,2%,11,12,,,6
ETHN2R,POLI,,,,,,46,2,4,9%,11,13,,,7
ETHN2R,PSYC,,,,,,80,2,4,5%,11,13,,,7
ETHN2R,SE,,,,,,26,2,0,0%,11,11,,,6
ETHN3,BIOL,,,,,,55,1,2,4%,10,12,,,12
ETHN3,COGS,,,,,,24,1,2,8%,10,12,,,12
ETHN3,ECON,,,,,,42,1,2,5%,10,12,,,12
ETHN3,MATH,,,,,,22,1,1,5%,10,11,,,11
ETHN3,PSYC,,,,,,52,1,7,13%,10,17,,,17
ETHN30,BIOL,,,,,,44,3,7,16%,1,3,,,1
ETHN30,PSYC,,,,,,30,3,5,17%,1,3,,,1
ETHN3R,BIOL,,,,,,124,2,6,5%,8,11,,,6
ETHN3R,CHEM,,,,,,27,2,2,7%,8,9,,,5
ETHN3R,COGS,,,,,,31,2,1,3%,8,9,,,4
ETHN3R,CSE,,,,,,34,2,0,0%,8,8,,,4
ETHN3R,DSC,,,,,,26,2,1,4%,8,9,,,4
ETHN3R,ECON,,,,,,69,2,3,4%,8,10,,,5
ETHN3R,INTL,,,,,,27,2,1,4%,8,9,,,4
ETHN3R,MAE,,,,,,21,2,0,0%,8,8,,,4
ETHN3R,MATH,,,,,,60,2,4,7%,8,10,,,5
ETHN3R,POLI,,,,,,31,2,3,10%,8,10,,,5
ETHN3R,PSYC,,,,,,68,2,4,6%,8,10,,,5
FILM87,BIOL,,,,,,37,9,1,3%,3,3,,,0
FILM87,COGS,,,,,,28,9,1,4%,3,3,,,0
FILM87,ECON,,,,,,39,9,0,0%,3,3,,,0
FILM87,MATH,,,,,,20,8,0,0%,3,3,,,0
FILM87,PSYC,,,,,,51,9,0,0%,3,3,,,0
FILM87,UNAF,,,,,,26,8,0,0%,3,3,,,0
FILM87,VIS,,,,,,24,9,2,8%,3,3,,,0
FMPH101,BIOL,,,,,,44,9,0,0%,2,2,,,0
FMPH101,GLBH,,,,,,28,8,1,4%,2,2,,,0
FMPH101,SPH,,,,,,706,9,28,4%,2,5,0.0,5.0,3
FMPH102,BIOL,,,,,,33,9,0,0%,3,3,,,0
FMPH102,GLBH,,,,,,20,8,4,20%,3,4,,,0
FMPH102,SPH,,,,,,709,9,36,5%,3,7,,,1
FMPH110,BIOL,,,,,,49,9,0,0%,3,3,,,0
FMPH110,SPH,,,,,,698,9,8,1%,3,4,0.0,2.0,1
FMPH120,BIOL,,,,,,23,7,0,0%,1,1,,,0
FMPH120,SPH,,,,,,715,9,26,4%,1,4,0.0,3.0,1
FMPH130,SPH,,,,,,656,9,5,1%,2,3,,,0
FMPH155,SPH,,,,,,72,3,10,14%,0,3,,,1
FMPH161,SPH,,,,,,335,7,0,0%,3,3,,,0
FMPH191,BIOL,,,,,,22,9,0,0%,1,1,,,0
FMPH191,SPH,,,,,,499,9,11,2%,1,2,,,0
FMPH193,SPH,,,,,,555,4,2,0%,0,1,1.0,3.0,0
FMPH194,SPH,,,,,,552,4,1,0%,0,0,0.0,2.0,0
FMPH195,SPH,,,,,,119,9,0,0%,0,0,,,0
FMPH196A,SPH,,,,,,38,2,0,0%,0,0,,,0
FMPH196B,SPH,,,,,,38,2,0,0%,0,0,,,0
FMPH196C,SPH,,,,,,38,2,0,0%,0,0,,,0
FMPH198,SPH,,,,,,25,7,1,4%,0,0,,,0
FMPH199,SPH,,,,,,100,9,1,1%,0,0,,,0
FMPH40,ANTH,,,,,,21,7,1,5%,4,4,,,1
FMPH40,BIOL,,,,,,317,7,9,3%,4,5,,,1
FMPH40,CHEM,,,,,,70,7,0,0%,4,4,,,1
FMPH40,COGS,,,,,,33,6,0,0%,4,4,,,1
FMPH40,ECON,,,,,,31,7,0,0%,4,4,,,1
FMPH40,GLBH,,,,,,80,7,1,1%,4,4,,,1
FMPH40,HDS,,,,,,51,7,2,4%,4,4,,,1
FMPH40,MATH,,,,,,32,5,0,0%,4,4,,,1
FMPH40,POLI,,,,,,23,6,0,0%,4,4,,,1
FMPH40,PSYC,,,,,,110,7,2,2%,4,4,,,1
FMPH40,SOC,,,,,,33,7,0,0%,4,4,,,1
FMPH40,SPH,,,,,,533,7,17,3%,4,6,3.0,5.0,5
FMPH40,UNAF,,,,,,71,7,2,3%,4,4,,,1
FMPH50,BIOL,,,,,,112,4,5,4%,2,3,,,1
FMPH50,CHEM,,,,,,22,4,0,0%,2,2,,,1
FMPH50,GLBH,,,,,,23,4,0,0%,2,2,,,1
FMPH50,PSYC,,,,,,46,4,0,0%,2,2,,,1
FMPH50,SPH,,,,,,657,4,33,5%,2,10,0.0,2.0,5
FMPH50,UNAF,,,,,,23,4,2,9%,2,3,,,1
FMPH95,BIOL,,,,,,45,4,1,2%,2,2,,,1
FMPH95,SPH,,,,,,35,4,2,6%,2,3,,,1
GLBH100,BIOL,,,,,,142,7,2,1%,1,1,,,0
GLBH100,GLBH,,,,,,187,7,7,4%,1,2,,,0
GLBH100,PSYC,,,,,,32,6,0,0%,1,1,,,0
GLBH100,SPH,,,,,,126,7,3,2%,1,1,,,0
GLBH101,GLBH,,,,,,24,3,1,4%,2,2,,,1
GLBH101,SPH,,,,,,31,3,0,0%,2,2,,,1
GLBH102,GLBH,,,,,,88,5,6,7%,0,1,,,0
GLBH103,GLBH,,,,,,46,2,1,2%,0,1,,,0
GLBH104,GLBH,,,,,,33,2,1,3%,0,1,,,0
GLBH105,GLBH,,,,,,21,2,0,0%,1,1,,,1
GLBH105,SPH,,,,,,24,2,0,0%,1,1,,,1
GLBH106,GLBH,,,,,,22,2,1,5%,0,1,,,0
GLBH107,BIOL,,,,,,30,3,0,0%,0,0,,,0
GLBH107,GLBH,,,,,,77,3,3,4%,0,1,,,0
GLBH108,GLBH,,,,,,23,2,0,0%,0,0,,,0
GLBH111,BIOL,,,,,,118,9,2,2%,0,0,,,0
GLBH111,GLBH,,,,,,72,9,0,0%,0,0,,,0
GLBH111,SPH,,,,,,34,8,1,3%,0,0,,,0
GLBH112,GLBH,,,,,,32,1,3,9%,1,4,,,4
GLBH113,BIOL,,,,,,20,3,0,0%,1,1,,,0
GLBH113,GLBH,,,,,,59,3,4,7%,1,2,,,1
GLBH113,SPH,,,,,,41,3,0,0%,1,1,,,0
GLBH114,GLBH,,,,,,31,2,2,6%,1,2,,,1
GLBH139,GLBH,,,,,,21,2,1,5%,0,1,,,0
GLBH141,BIOL,,,,,,24,3,0,0%,0,0,,,0
GLBH146,BIOL,,,,,,20,1,1,5%,0,1,,,1
GLBH146,GLBH,,,,,,21,1,2,10%,0,2,,,2
GLBH147,GLBH,,,,,,44,3,6,14%,0,2,,,1
GLBH147,SPH,,,,,,23,3,2,9%,0,1,,,0
GLBH148,BIOL,,,,,,282,9,5,2%,2,3,,,0
GLBH148,COGS,,,,,,32,8,1,3%,2,2,,,0
GLBH148,ECON,,,,,,38,9,3,8%,2,2,,,0
GLBH148,GLBH,,,,,,276,9,17,6%,2,4,0.0,1.0,0
GLBH148,INTL,,,,,Y,28,8,5,18%,2,3,,,0
GLBH148,POLI,,,,,,20,9,1,5%,2,2,,,0
GLBH148,PSYC,,,,,,94,9,6,6%,2,3,,,0
GLBH148,SPH,,,,,,123,9,3,2%,2,2,,,0
GLBH150,BIOL,,,,,,29,3,3,10%,0,1,,,0
GLBH150,GLBH,,,,,,38,3,4,11%,0,1,,,0
GLBH150A,GLBH,,,,,,31,3,0,0%,0,0,,,0
GLBH150B,GLBH,,,,,,31,3,0,0%,0,0,,,0
GLBH160,GLBH,,,,,,148,3,5,3%,0,2,,,1
GLBH171R,No major,,,,,,32,3,5,16%,3,5,,,2
GLBH171R,GLBH,,,,,,28,3,2,7%,3,4,,,1
GLBH181,BIOL,,,,,,396,9,6,2%,11,12,,,1
GLBH181,CHEM,,,,,,47,9,2,4%,11,11,,,1
GLBH181,COGS,,,,,,56,9,1,2%,11,11,,,1
GLBH181,COMM,,,,,,26,6,0,0%,11,11,,,2
GLBH181,DSC,,,,,,23,8,0,0%,11,11,,,1
GLBH181,ECON,,,,,,162,9,5,3%,11,12,,,1
GLBH181,GLBH,,,,,,336,9,13,4%,11,12,,,1
GLBH181,INTL,,,,,,64,9,2,3%,11,11,,,1
GLBH181,MATH,,,,,,57,9,1,2%,11,11,,,1
GLBH181,POLI,,,,,,22,8,0,0%,11,11,,,1
GLBH181,PSYC,,,,,,130,9,1,1%,11,11,,,1
GLBH181,SOC,,,,,,43,9,1,2%,11,11,,,1
GLBH181,SPH,,,,,,187,9,1,1%,11,11,,,1
GLBH20,BIOL,,,,,,416,9,10,2%,1,2,,,0
GLBH20,CHEM,,,,,,50,9,4,8%,1,1,,,0
GLBH20,COGS,,,,,,34,9,0,0%,1,1,,,0
GLBH20,ECON,,,,,,31,9,1,3%,1,1,,,0
GLBH20,GLBH,,,,,,296,9,13,4%,1,2,0.0,1.0,0
GLBH20,INTL,,,,,,32,8,0,0%,1,1,,,0
GLBH20,MATH,,,,,,26,9,0,0%,1,1,,,0
GLBH20,POLI,,,,,,30,9,2,7%,1,1,,,0
GLBH20,PSYC,,,,,,124,9,9,7%,1,2,,,0
GLBH20,SOC,,,,,,35,9,6,17%,1,2,,,0
GLBH20,SPH,,,,,,28,8,0,0%,1,1,,,0
GLBH20,UNAF,,,,,,39,9,4,10%,1,1,,,0
GPCO400,INTL,,,,,,48,3,0,0%,0,0,,,0
GPCO400,POLI,,,,,,22,3,0,0%,0,0,,,0
GPCO401,INTL,,,,,,53,3,3,6%,0,1,,,0
GPCO401,POLI,,,,,,23,3,2,9%,0,1,,,0
GPCO403,INTL,,,,,,46,3,0,0%,0,0,,,0
GPCO403,POLI,,,,,,21,3,0,0%,0,0,,,0
GPCO404,INTL,,,,,,36,3,0,0%,0,0,,,0
GPCO410,INTL,,,,,,45,3,0,0%,0,0,,,0
GPCO412,INTL,,,,,,53,3,1,2%,0,0,,,0
GPCO412,POLI,,,,,,23,3,0,0%,0,0,,,0
GPCO415,POLI,,,,,,20,3,0,0%,0,0,,,0
GPCO453,INTL,,,,,,53,3,2,4%,0,1,,,0
GPCO453,POLI,,,,,,22,3,2,9%,0,1,,,0
GPCO454,INTL,,,,,,48,3,2,4%,0,1,,,0
