Subject,Course,Year,Quarter,Title,Instructor,GPA,A,B,C,D,F,W,P,NP
LIGN,119,17,WI,1st&amp;2nd Lang Lrn:Child to Adol,"Munoz Sanchez, Alicia",3.094,38.8%,36.1%,13.8%,5.55%,0%,2.77%,2.77%,0%
LIGN,121,17,WI,Syntax I,"Moore, John C.",3.093,41.9%,22.5%,17.7%,4.83%,1.61%,8.06%,3.22%,0%
LIGN,170,17,WI,Psycholinguistics,"Wittenberg, Eva H",3.913,89.7%,7.69%,0%,0%,0%,0%,2.56%,0%
LIGN,180,17,WI,Lang Representation in Brain,"Kluender, Robert",3.294,39.4%,28.9%,13.1%,0%,0%,5.26%,7.89%,5.26%
LIHL,112W,17,WI,Filipino for Filipino Speakers,"Alicio, Atilio",2.942,21.0%,26.3%,10.5%,0%,5.26%,5.26%,31.5%,0%
LIHL,114W,17,WI,Beginning Vietnamese for Vietn,"Hill, Kimloan T.V.",3.338,25%,25%,4.16%,0%,0%,0%,45.8%,0%
LIHL,115W,17,WI,Korean for Korean Speakers,"Moore, John C.",3.555,58.3%,33.3%,0%,0%,0%,0%,8.33%,0%
LIHL,117W,17,WI,Persian for Persian Speakers,"Sadegholvad, Elham",3.933,69.2%,0%,0%,0%,0%,0%,30.7%,0%
LIHL,119W,17,WI,Hindi for Hindi Speakers,"Moore, John C.",3.61,46.6%,20%,0%,0%,0%,0%,33.3%,0%
LIHL,124W,17,WI,Int Vietnamese/Vietnamese Spkr,"Hill, Kimloan T.V.",3.524,38.0%,42.8%,0%,0%,0%,0%,19.0%,0%
LIHL,132W,17,WI,Adv Filipino/Filipino Spkrs,"Alicio, Atilio",3.375,33.3%,55.5%,0%,0%,0%,0%,11.1%,0%
LIIT,1B,17,WI,Italian Conversation,"Riebeling, Elke",3.443,39.3%,45.4%,0%,0%,0%,3.03%,9.09%,3.03%
LIIT,1BX,17,WI,Analysis of Italian,"Riebeling, Elke",2.996,30.3%,36.3%,12.1%,6.06%,0%,3.03%,6.06%,6.06%
LIPO,1B,17,WI,Portuguese Conversation,"Paladini, Denise",3.517,56.2%,12.5%,6.25%,0%,0%,0%,18.7%,0%
LIPO,1BX,17,WI,Analysis of Portuguese,"De Abreu, Cassia",2.892,31.2%,18.7%,18.7%,0%,6.25%,0%,18.7%,0%
LISL,1CX,17,WI,Analysis of American Sign Lang,"Lott, Margaret S.",3.376,25.9%,37.0%,0%,0%,0%,0%,33.3%,0%
LISL,1E,17,WI,Intrm/Amer Sign Lang Converstn,"Lott, Margaret S.",3.678,53.8%,15.3%,0%,0%,0%,0%,30.7%,0%
LISL,1B,17,WI,American Sign Lang Conversatn,"Lott, Margaret S.",3.183,25.6%,37.8%,8.10%,0%,0%,0%,25.6%,2.70%
LISL,1BX,17,WI,Analysis of American Sign Lang,"Lott, Margaret S.",3.071,18.9%,43.2%,2.70%,4.05%,0%,0%,31.0%,0%
LISL,1C,17,WI,American Sign Lang Conversatn,"Lott, Margaret S.",3.445,42.8%,25%,3.57%,0%,0%,0%,25%,0%
LISP,1B,17,WI,Spanish Conversation,"Munoz Sanchez, Alicia",3.361,20.8%,20.8%,3.2%,0%,0%,2.4%,48.8%,2.4%
LISP,1C,17,WI,Spanish Conversation,"Munoz Sanchez, Alicia",3.326,21.8%,19.5%,2.34%,0.39%,0.39%,1.95%,52.7%,0.39%
LISP,1CX,17,WI,Analysis of Spanish,"Munoz Sanchez, Alicia",3.334,24.6%,13.2%,4.68%,0.78%,0.39%,2.73%,51.1%,1.95%
LISP,1BX,17,WI,Analysis of Spanish,"Munoz Sanchez, Alicia",3.044,23.3%,15.0%,6.01%,4.51%,0.75%,1.50%,42.1%,5.26%
LISP,16,17,WI,Intermediate Spanish/Soc Sci,"Munoz Sanchez, Alicia",3.785,65.6%,15.6%,0%,0%,0%,0%,12.5%,0%
LTAF,120,17,WI,Lit &amp; Film of Modern Africa,"Cancel, Robert",3.2,25%,50%,16.6%,0%,0%,8.33%,0%,0%
LTCS,52,17,WI,Topics in Cultural Studies,"Liao, Ping H",3.667,41.6%,13.3%,0%,0%,0%,3.33%,41.6%,0%
LTCS,130,17,WI,"Gender,Race/Ethn,Class&amp;Culture","Nguyen, Hoang Tan",3.6,48.4%,21.2%,3.03%,0%,0%,0%,27.2%,0%
LTCS,133,17,WI,Globalization &amp; Culture,"Woodhull, Winifred Johanna",3.854,85.7%,7.14%,0%,0%,0%,7.14%,0%,0%
LTCS,172,17,WI,Topics/Screening Race/Ethnicty,"Nguyen, Hoang Tan",3.555,75%,8.33%,0%,8.33%,0%,0%,8.33%,0%
LTEA,110A,17,WI,Classicl Chinese Fict/Transltn,"Liao, Ping H",3.551,33.8%,17.2%,0.75%,0%,0.75%,3.00%,41.3%,1.50%
LTEA,120C,17,WI,Hong Kong Films,"Heinrich, Larissa",3.325,43.9%,35.0%,8.24%,0%,0.34%,0%,11.3%,1.03%
LTEA,140,17,WI,Modern Korean Lit/Translation,"Lee, Jin-Kyung",3.366,28.3%,36.6%,3.33%,0%,0%,1.66%,30%,0%
LTEN,22,17,WI,Intro/Lit/Brtish Is:1660-1832,"Lerer, Seth",3.489,40.9%,32.7%,0%,0%,0%,4.91%,21.3%,0%
LTEN,29,17,WI,Intro/Chicano/Latino Lit.,"Sanchez, Rosaura",3.327,42.4%,21.6%,6.60%,0.94%,2.83%,2.83%,20.7%,1.88%
LTEN,87,17,WI,Freshman Seminar,"Forbes, Camille",0,0%,0%,0%,0%,0%,0%,92.8%,7.14%
LTEN,112,17,WI,Shakespeare I: Elizabethan Prd,"Lerer, Seth",3.862,73.6%,2.63%,0%,0%,0%,7.89%,13.1%,2.63%
LTEN,142,17,WI,British Novel: 1830-1890,"Loose, Margaret",3.631,64.7%,29.4%,0%,0%,0%,0%,5.88%,0%
LTEN,159,17,WI,Contemporary American Lit,"Cancel, Robert",3.152,28.5%,52.3%,19.0%,0%,0%,0%,0%,0%
LTEN,174,17,WI,Amer Fiction II:Middle James,"Davidson, R. Michael",3.307,40.6%,34.3%,15.6%,0%,0%,3.12%,6.25%,0%
LTEN,175B,17,WI,New Amer Poetry:Post WWII-Pres,"Armantrout, Rae",3.415,61.5%,30.7%,3.84%,0%,3.84%,0%,0%,0%
LTEN,178,17,WI,Comparative Ethnic Literature,"Lampert-Weissig, Lisa",3.618,73.0%,7.69%,0%,0%,3.84%,0%,15.3%,0%
LTEN,181,17,WI,Asian American Literature,"Blanco, John D",3.774,50%,6.25%,3.12%,0%,0%,3.12%,37.5%,0%
LTEN,183,17,WI,Topics/African-American Prose,"Childs, Dennis R.",3.647,64.7%,17.6%,5.88%,0%,0%,0%,11.7%,0%
LTEU,105,17,WI,Medieval Studies,"Jed, Stephanie H",3.949,90.2%,4.87%,0%,0%,0%,4.87%,0%,0%
LTFR,2B,17,WI,Intermediate French II,"Ploye, Catherine",3.175,16.6%,61.1%,11.1%,0%,0%,0%,5.55%,0%
LTGK,2,17,WI,Intermediate Greek I,"Edwards, Leslie",3.7,71.4%,19.0%,4.76%,0%,0%,0%,0%,0%
LTGM,2B,17,WI,Intermediate German II,"Mohr, Jeannette",3.923,75%,6.25%,0%,0%,0%,0%,12.5%,0%
LTIT,2B,17,WI,Intermediate Italian II,"De Marchi Gherini, Adriana",3.918,84.6%,0%,0%,0%,0%,0%,7.69%,0%
LTKO,1B,17,WI,Beginning Korean:First Yr. II,"Lee, Jeyseon",3.582,49%,27%,0%,0%,0%,3%,18%,1%
LTKO,2B,17,WI,Intermediate Korean: Second Yr,"Lee, Jeyseon",3.4,48.2%,13.7%,13.7%,0%,0%,3.44%,17.2%,0%
LTKO,2A,17,WI,Intermediate Korean: 2nd Yr I,"Lee, Jeyseon",3.553,39.3%,15.1%,3.03%,0%,0%,0%,42.4%,0%
LTKO,149,17,WI,Reading Korean Lang Hist&amp;Stru,"Lee, Jeyseon",3.518,41.6%,29.1%,0%,0%,0%,4.16%,25%,0%
LTLA,2,17,WI,Intermediate Latin I,"Edwards, Leslie",2.805,30.4%,21.7%,30.4%,4.34%,4.34%,4.34%,4.34%,0%
LTLA,2,17,WI,Intermediate Latin I,"Wirshbo, Eliot",3.362,60%,6.66%,13.3%,6.66%,0%,0%,6.66%,6.66%
LTLA,102,17,WI,Latin Poetry,"Wirshbo, Eliot",3.089,41.6%,16.6%,8.33%,8.33%,0%,0%,0%,0%
LTRU,1B,17,WI,First-Year Russian,"Wells, Patricia Rebecca",3.696,68.9%,17.2%,3.44%,0%,0%,0%,6.89%,0%
LTRU,2B,17,WI,Second Year Russian,"Wells, Patricia Rebecca",3.34,70%,20%,0%,0%,10%,0%,0%,0%
LTSP,2C,17,WI,Intermed Span III:Cultrl Topcs,"Pita, Beatrice M",3.143,25%,37.5%,7.5%,0%,0%,0%,27.5%,2.5%
LTSP,2D,17,WI,Int/Adv Spanish-Bilingual Spkr,"Pita, Beatrice M",3.587,62.5%,33.3%,0%,0%,0%,0%,4.16%,0%
LTSP,2E,17,WI,Adv Read &amp; Comp-Bilingual Spkr,"Pita, Beatrice M",3.68,80%,20%,0%,0%,0%,0%,0%,0%
LTSP,2B,17,WI,Intermed Spanish II:Read&amp;Comp,"Pita, Beatrice M",3.415,36.7%,28.5%,2.04%,2.04%,0%,0%,30.6%,0%
LTSP,50B,17,WI,Readings/Latin Amer Literature,"Pita, Beatrice M",3.711,73.6%,21.0%,0%,0%,0%,2.63%,2.63%,0%
LTSP,135A,17,WI,Mexican Literature before 1910,"Parra, Max",3.743,78.5%,21.4%,0%,0%,0%,0%,0%,0%
LTSP,136,17,WI,Andean Literature,"Kokotovic, Milos",3.447,47.6%,42.8%,0%,0%,0%,9.52%,0%,0%
LTSP,138,17,WI,Central American Literature,"Kokotovic, Milos",3.086,47.6%,38.0%,4.76%,0%,9.52%,0%,0%,0%
LTTH,115,17,WI,Introduction/Critical Theory,"Vitkus, Daniel J.",3.492,50%,42.3%,0%,0%,0%,7.69%,0%,0%
LTWL,19B,17,WI,Intro/Ancient Greeks &amp; Romans,"Wirshbo, Eliot",2.359,15.3%,19.2%,19.2%,0%,11.5%,3.84%,30.7%,0%
LTWL,100,17,WI,Mythology,"duBois, Page Ann",3.297,28.5%,36.7%,6.12%,0%,0%,6.12%,20.4%,2.04%
LTWL,120,17,WI,Popular Literature and Culture,"Potts, Stephen",2.787,14.0%,20.3%,7.81%,3.12%,3.12%,6.25%,45.3%,0%
LTWL,135,17,WI,The Buddhist Imaginary,"Cohen, Richard S.",3.117,24.1%,48.2%,10.3%,0%,0%,6.89%,10.3%,0%
LTWL,165,17,WI,Literature &amp; the Enviornment,"Verdicchio, Pasquale",3.7,90%,0%,0%,0%,0%,10%,0%,0%
LTWL,168,17,WI,Death and Desire in India,"Cohen, Richard S.",3.555,58.3%,33.3%,0%,0%,0%,0%,8.33%,0%
LTWL,172,17,WI,Special Topics in Literature,"De Marchi Gherini, Adriana",3.979,96.5%,0%,0%,0%,0%,0%,3.44%,0%
LTWR,8B,17,WI,Writing Poetry,"Doller, Ben",3.915,84.0%,2.89%,1.44%,0%,0%,0%,11.5%,0%
LTWR,8C,17,WI,Writing Non-Fiction,"Forbes, Camille",3.297,36.7%,26.5%,2.04%,0%,6.12%,2.04%,26.5%,0%
LTWR,100,17,WI,Short Fiction Workshop,"Forbes, Camille",3.238,33.3%,58.3%,8.33%,0%,0%,0%,0%,0%
LTWR,102,17,WI,Poetry Workshop,"Doller, Ben",3.729,94.1%,0%,0%,0%,5.88%,0%,0%,0%
LTWR,104A,17,WI,The Novella I,"Freilicher, Melvyn Stanley",3.36,43.7%,43.7%,6.25%,0%,0%,0%,0%,0%
LTWR,106,17,WI,"Sci Fiction,Fantasy,Irrealism","Chadburn, Melissa",3.515,76.1%,4.76%,4.76%,4.76%,4.76%,4.76%,0%,0%
LTWR,110,17,WI,Screen Writing,"Banales, Melissa",3.952,86.9%,4.34%,0%,0%,0%,0%,8.69%,0%
LTWR,113,17,WI,Intercultural Writing Workshop,"Chacon, Gloria Elizabeth",3.31,66.6%,19.0%,0%,0%,9.52%,4.76%,0%,0%
LTWR,148,17,WI,Theory for Writers,"Heinrich, Larissa",3.746,88.4%,7.69%,0%,0%,3.84%,0%,0%,0%
MAE,5,17,WI,Quantitative Computer Skills,"Gibson, Carl H.",3.824,76.7%,12.5%,0%,0%,0%,3.57%,7.14%,0%
MAE,7,17,WI,Spatial Visualization,"Delson, Nathan Joseph",0,0%,0%,0%,0%,0%,0%,96.8%,0%
MAE,8,17,WI,MATLAB Program for Engr Analys,"Pham, Hieu Tan",3.283,40.1%,45.5%,8.82%,0.49%,0.49%,3.92%,0.49%,0%
MAE,20,17,WI,Elements of Materials Science,"Bandaru, Prabhakar",3.556,62.5%,34.7%,2.77%,0%,0%,0%,0%,0%
MAE,101A,17,WI,Introductory Fluid Mechanics,"Miller, David R.",3.106,37.6%,36.0%,21.5%,1.61%,0.53%,2.68%,0%,0%
MAE,101B,17,WI,Advanced Fluid Mechanics,"Llewellyn Smith, Stefan G.",2.904,23.6%,38.1%,34.5%,0%,0%,3.63%,0%,0%
MAE,110A,17,WI,Thermodynamics,"Nomura, Keiko K.",2.815,31.3%,31.9%,19.5%,0%,8.87%,8.28%,0%,0%
MAE,113,17,WI,Fundamentals of Propulsion,"Sanchez, Antonio Luis",3.297,45.4%,40.2%,9.09%,0%,2.59%,0%,2.59%,0%
MAE,118,17,WI,Intro to Energy &amp; Environment,"Krasheninnikov, Sergei",3.319,56.1%,26.6%,15.1%,1.43%,0.71%,0%,0%,0%
MAE,119,17,WI,Intro Renew Energ/Solar &amp; Wind,"Tynan, George Robert",3.158,28.3%,54.7%,6.60%,0.94%,0.94%,4.71%,3.77%,0%
MAE,123,17,WI,Intro/Transprt in Porous Media,"Kleissl, Jan",3.391,47.8%,47.8%,4.34%,0%,0%,0%,0%,0%
MAE,126A,17,WI,Environmental Enginring Lab,"Kleissl, Jan",3.568,60.8%,37.6%,1.44%,0%,0%,0%,0%,0%
MAE,130B,17,WI,Mechanics II: Dynamics,"Eliasson, Jenny Veronica",3.178,32.7%,42.6%,13.1%,0%,0%,11.4%,0%,0%
MAE,130C,17,WI,Mechanics III: Vibrations,"Murakami, Hidenori",3.146,34.9%,44.6%,20.3%,0%,0%,0%,0%,0%
MAE,130A,17,WI,Mechanics I: Statics,"Nemat-Nasser, Siavouche",3.527,66.8%,19.9%,9.12%,1.35%,0.33%,2.36%,0%,0%
MAE,131B,17,WI,Solid Mechanics II,"Markenscoff, Xanthippi",3.246,39.5%,50%,8.33%,2.08%,0%,0%,0%,0%
MAE,131A,17,WI,Solid Mechanics I,"Lanza Di Scalea, Francesco",3.141,50%,20.3%,25.9%,0%,3.70%,0%,0%,0%
MAE,140,17,WI,Linear Circuits,"Cortes, Jorge",3.364,53.5%,34.5%,7.74%,0.70%,2.81%,0.70%,0%,0%
MAE,142,17,WI,Dynmcs&amp;Control/Aerospace Vehic,"Anderson, Mark Ronald",3.541,60.6%,33.3%,6.06%,0%,0%,0%,0%,0%
MAE,143A,17,WI,Signals and Systems,"Bitmead, Robert R.",2.957,37.9%,32.5%,23.1%,0%,4.92%,0.98%,0.49%,0%
MAE,150,17,WI,Computer-Aided Analysis&amp;Design,"Talke, Frank E",2.681,13.7%,50.9%,17.6%,3.92%,5.88%,7.84%,0%,0%
MAE,155A,17,WI,Aerospace Engineering Design I,"Anderson, Mark Ronald",3.879,89.6%,8.62%,1.72%,0%,0%,0%,0%,0%
MAE,156A,17,WI,Fund. Prin./Mechanical Desgn I,"Gravish, Nicholas G",2.883,18.3%,57.1%,18.3%,2.04%,2.04%,2.04%,0%,0%
MAE,156A,17,WI,Fund. Prin./Mechanical Desgn I,"Tustaniwskyj, Jerry I",2.985,17.3%,63.0%,19.5%,0%,0%,0%,0%,0%
MAE,156B,17,WI,Fund. Prin/Mechanical Desgn II,"Tustaniwskyj, Jerry I",3.771,82.3%,17.6%,0%,0%,0%,0%,0%,0%
MAE,160,17,WI,Mechanical Behavior/Materials,"Graeve, Olivia A",3.035,42.2%,32.2%,15.5%,4.44%,4.44%,1.11%,0%,0%
MAE,171A,17,WI,Mechanical Engineering Lab I,"Seshadri, Kalyanasundaram",3.551,58.0%,41.9%,0%,0%,0%,0%,0%,0%
MAE,175A,17,WI,Aerospace Engineering Lab,"de Callafon, Raymond A",3.654,80.7%,19.2%,0%,0%,0%,0%,0%,0%
MATH,2,17,WI,Intro to College Mathematics,"Barrese, Kenneth William",2.49,17.3%,39.1%,17.3%,0%,13.0%,4.34%,8.69%,0%
MATH,3C,17,WI,Precalculus,"Zou, Nan",2.771,33.7%,24.6%,3.89%,0%,14.9%,2.59%,14.2%,5.84%
MATH,4C,17,WI,Pre-calculus for Sci &amp; Engn,"Preskitt, Brian Patrick",2.667,31.5%,18.4%,21.0%,7.89%,7.89%,7.89%,5.26%,0%
MATH,10B,17,WI,Calculus II,"Eggers, John Dietrich",2.622,24.0%,34.9%,21.5%,0%,12.4%,4.30%,1.77%,1.01%
MATH,10B,17,WI,Calculus II,"Longo, Brian Mitchell",2.597,24.8%,29.2%,27.3%,0%,11.7%,3.82%,2.22%,0.63%
MATH,10A,17,WI,Calculus I,"Dilts, James Paul",2.669,15.5%,39.2%,26.8%,7.52%,2.15%,1.61%,6.98%,0%
MATH,10A,17,WI,Calculus I,"Quarfoot, David James",2.546,23.3%,27.2%,30.7%,0%,11.2%,5.62%,1.29%,0.43%
MATH,10C,17,WI,Calculus III,"Carter, Anne Toulson",3.017,40%,30.9%,16.6%,5.66%,2.64%,3.01%,0.75%,0.37%
MATH,10C,17,WI,Calculus III,"Stone, Corey Dean",2.594,18.9%,37.4%,29.6%,3.91%,5.02%,3.91%,0.55%,0.55%
MATH,11,17,WI,Calculus-Based Prob &amp; Stats,"Schweinsberg, Jason",2.927,26.8%,37.5%,30.2%,0%,0%,4.39%,0.97%,0%
MATH,11,17,WI,Calculus-Based Prob &amp; Stats,"Conant, James R",3.128,43.1%,32.6%,12.6%,3.68%,2.63%,4.73%,0.52%,0%
MATH,15A,17,WI,Intro/Discrete Mathematics,"Um, Ko Woon",3.15,50%,23.6%,12.5%,4.16%,4.16%,4.16%,1.38%,0%
MATH,18,17,WI,Linear Algebra,"Kemp, Todd Aahron",3.042,36.5%,42.2%,14.9%,0%,4.44%,1.58%,0%,0.31%
MATH,18,17,WI,Linear Algebra,"Ying, Jiangang",2.619,22.2%,31.2%,31.9%,4.16%,4.16%,4.86%,1.38%,0%
MATH,18,17,WI,Linear Algebra,"Eggers, John Dietrich",2.699,26.2%,31.1%,28.0%,0%,8.30%,5.88%,0.34%,0%
MATH,18,17,WI,Linear Algebra,"Xin, Guoce",2.652,25%,32.6%,26.4%,0%,11.5%,3.36%,0.48%,0%
MATH,20A,17,WI,Calculus/Science &amp; Engineering,"Um, Ko Woon",2.36,19.4%,31.8%,28.3%,0%,15.0%,5.30%,0%,0%
MATH,20B,17,WI,Calculus/Science &amp; Engineering,"Barrese, Kenneth William",2.319,16.9%,27.2%,33.8%,0%,13.9%,8.08%,0%,0%
MATH,20C,17,WI,Calculus&amp;Analyt Geom/Sci&amp;Engnr,"Bowers, Adam R.",2.763,31.0%,32.2%,21.5%,0%,9.71%,4.97%,0.47%,0%
MATH,20D,17,WI,Intro/Differential Equations,"Conant, James R",3.097,47.7%,24.4%,16.1%,5.45%,3.11%,2.33%,0.51%,0.25%
MATH,20D,17,WI,Intro/Differential Equations,"Stone, Corey Dean",2.676,29.2%,31.6%,28.9%,0%,8.84%,1.02%,0%,0.34%
MATH,20E,17,WI,Vector Calculus,"Behzadan, Ali",3.591,70.8%,20.4%,5%,0%,1.25%,2.08%,0%,0.41%
MATH,20E,17,WI,Vector Calculus,"Roberts, Justin Deritter",2.664,26.6%,29.8%,30.2%,0.45%,8.71%,4.12%,0%,0%
MATH,20E,17,WI,Vector Calculus,"Tucker, Henry Jackson",2.603,24.3%,21.3%,17.6%,9.14%,5.48%,18.2%,2.43%,1.21%
MATH,20A,17,WI,Calculus/Science &amp; Engineering,"Stevens, Laura Jeanne",2.513,21.4%,32.4%,29.2%,0%,11.6%,3.89%,0.64%,0.64%
MATH,20B,17,WI,Calculus/Science &amp; Engineering,"Bowers, Adam R.",2.213,16.4%,27.8%,25.4%,0%,18.0%,11.6%,0.26%,0.26%
MATH,20B,17,WI,Calculus/Science &amp; Engineering,"Dewey, Edward Harold",2.695,22.5%,34.6%,24.5%,0%,7.21%,11.0%,0%,0%
MATH,20B,17,WI,Calculus/Science &amp; Engineering,"Huynh, Thang L",2.789,23.4%,37.9%,31.0%,0%,3.44%,4.13%,0%,0%
MATH,20C,17,WI,Calculus&amp;Analyt Geom/Sci&amp;Engnr,"Gawlik, Evan Scott",2.759,33.8%,26.7%,23.9%,0.25%,10.3%,3.53%,1.01%,0%
MATH,20C,17,WI,Calculus&amp;Analyt Geom/Sci&amp;Engnr,"Longo, Brian Mitchell",2.767,28.8%,39.7%,17.9%,0%,10.2%,2.56%,0.64%,0%
MATH,20D,17,WI,Intro/Differential Equations,"Ying, Jiangang",2.86,25.8%,39.2%,20.4%,2.68%,3.76%,7.52%,0%,0.53%
MATH,31BH,17,WI,Honors Multivariable Calculus,"Sorensen, Claus M",3.507,61.7%,14.7%,11.7%,0%,0%,11.7%,0%,0%
MATH,95,17,WI,Introduction to Teaching Math,"Harel, Guershon",3.45,38.4%,7.69%,15.3%,0%,0%,30.7%,7.69%,0%
MATH,100B,17,WI,Abstract Algebra II,"McKernan, James",2.676,28%,30.6%,17.3%,8%,6.66%,9.33%,0%,0%
MATH,102,17,WI,Applied Linear Algebra,"Li, Bo",2.879,32.9%,26.0%,31.1%,3.41%,1.70%,2.99%,1.28%,0.42%
MATH,103A,17,WI,Modern Algebra I,"Pelayo, Alvaro",2.761,26.5%,39.0%,17.1%,0%,9.37%,7.81%,0%,0%
MATH,103B,17,WI,Modern Algebra II,"Zelmanov, Efim I",3.048,20.7%,60.3%,13.5%,0%,0%,5.40%,0%,0%
MATH,104B,17,WI,Number Theory II,"Popescu, Cristian D.",3.308,47.0%,17.6%,5.88%,0%,5.88%,5.88%,11.7%,5.88%
MATH,109,17,WI,Mathematical Reasoning,"Buskin, Nikolay",2.449,14.9%,30.7%,39.4%,2.63%,7.01%,5.26%,0%,0%
MATH,109,17,WI,Mathematical Reasoning,"Mohammadi, Amir",2.435,21.1%,23.5%,31.7%,12.1%,6.50%,4.87%,0%,0%
MATH,109,17,WI,Mathematical Reasoning,"Popescu, Cristian D.",2.74,23.0%,30.7%,28.8%,0%,4.80%,10.5%,0.96%,0.96%
MATH,110B,17,WI,Partial Diff Equa&amp;Integral Equ,"Li, Bo",3.4,61.1%,16.6%,16.6%,0%,0%,0%,5.55%,0%
MATH,120A,17,WI,Elements of Complex Analysis,"Izadi, Elham",2.806,34.7%,24.6%,20.2%,10.1%,2.89%,2.89%,2.89%,1.44%
MATH,121A,17,WI,Found of Teachg/Learng Math I,"Stevens, Laura Jeanne",2.75,33.3%,20%,30%,3.33%,6.66%,3.33%,3.33%,0%
MATH,140A,17,WI,Foundations of Real Analysis I,"Mohammadi, Amir",2.374,19.6%,23.2%,19.6%,10.7%,10.7%,14.2%,1.78%,0%
MATH,140B,17,WI,Foundations/Real Analysis II,"Chow, Bennett",2.874,36.3%,25%,15.9%,4.54%,6.81%,11.3%,0%,0%
MATH,142A,17,WI,Introduction to Analysis I,"Bejenaru, Ioan",2.563,20.6%,31.7%,22.7%,8.96%,6.20%,8.27%,0.68%,0%
MATH,142B,17,WI,Introduction to Analysis II,"Zlatos, Andrej",2.145,18.6%,16.2%,34.8%,9.30%,13.9%,6.97%,0%,0%
MATH,142B,17,WI,Introduction to Analysis II,"Curry, Sean N",3.224,39.3%,40.4%,11.1%,1.01%,1.01%,6.06%,0%,0%
MATH,152,17,WI,Applicable Math and Computing,"Kedlaya, Kiran S.",3.36,50%,30.7%,12.8%,0%,0%,5%,1.42%,0%
MATH,153,17,WI,Geometry for Secondary Teacher,"Harel, Guershon",3.058,41.6%,25%,33.3%,0%,0%,0%,0%,0%
MATH,154,17,WI,Discrete Math &amp; Graph Theory,"Rhoades, Brendon Patrick",3.027,29.6%,39.5%,19.7%,0%,1.23%,9.87%,0%,0%
MATH,155A,17,WI,Geometric Computer Graphics,"Buss, Samuel R",3.289,35.0%,52.6%,3.50%,0%,1.75%,7.01%,0%,0%
MATH,170A,17,WI,Intro Numerical Analys/Linear,"Cheng, Li-Tien",2.497,21.3%,22.6%,28%,0%,12%,15.3%,0%,0%
MATH,170B,17,WI,Intro/Numerical Analy/Approxim,"Deotte, Christopher George",3.483,58.9%,27.3%,13.0%,0%,0%,0.68%,0%,0%
MATH,171A,17,WI,Intro Num Optimiz/Linear Prog,"Gill, Philip E.",2.724,24.8%,28.6%,29.4%,8.52%,0.77%,4.65%,2.32%,0.77%
MATH,180B,17,WI,Intro/Stochastic Processes I,"Meyer, David A.",3.232,30.5%,45.7%,6.77%,0%,1.69%,12.4%,2.82%,0%
MATH,180A,17,WI,Introduction to Probability,"Zheng, Tianyi",3.051,29.1%,31.5%,21.8%,0.97%,0.48%,13.1%,2.91%,0%
MATH,181E,17,WI,Mathemat Statistic-Time Series,"Politis, Dimitris",3.562,62.1%,35.1%,2.70%,0%,0%,0%,0%,0%
MATH,181A,17,WI,Intro/Math Statistics I,"Politis, Dimitris",3.102,40.3%,34.6%,20.1%,1.92%,0.96%,0.96%,0.96%,0%
MATH,183,17,WI,Statistical Methods,"Quarfoot, David James",2.682,23.7%,35.9%,21.3%,7.28%,5.82%,5.82%,0%,0%
MATH,184A,17,WI,Combinatorics,"Tesler, Glenn",2.703,20.4%,30.6%,32.8%,2.18%,2.18%,11.6%,0%,0%
MATH,186,17,WI,Probablty Stats/Bioinformatics,"Tesler, Glenn",2.733,21.0%,29.4%,35.7%,0%,2.10%,10.5%,1.05%,0%
MATH,187,17,WI,Introduction to Cryptography,"Bucur, Alina Ioana",3.565,64.8%,21.9%,5.36%,0%,1.95%,4.39%,0.97%,0.48%
MATH,189,17,WI,Data Analysis and Inference,"Bradic, Jelena",3.035,35.2%,25.2%,27.7%,0.84%,0%,1.68%,9.24%,0%
MATH,190,17,WI,Introduction to Topology,"Pelayo, Alvaro",3.222,36.8%,42.1%,15.7%,0%,0%,5.26%,0%,0%
MATH,194,17,WI,The Mathematics of Finance,"Aghajani, Mohammadreza",2.954,32.2%,36.4%,18.6%,0%,5.08%,4.23%,1.69%,1.69%
MCWP,40,17,WI,Critical Writing,"Wastal, Carrie King",3.122,27.2%,57.8%,10.8%,0.74%,0.74%,2.61%,0%,0%
MCWP,50,17,WI,Critical Writing,"Wastal, Carrie King",3.292,36.0%,52.7%,7.10%,0.50%,0%,3.55%,0%,0%
MCWP,125,17,WI,Argument and Analysis,"Wastal, Carrie King",3.332,35%,55%,5%,0%,0%,5%,0%,0%
MCWP,125,17,WI,Argument and Analysis,"Wilson, Marion E.",3.232,42.1%,42.1%,15.7%,0%,0%,0%,0%,0%
MMW,12,17,WI,Classical &amp; Medieval Tradition,"Chang, Edmond Yi-Teh",2.925,26.0%,43.1%,21.5%,2.36%,1.84%,4.47%,0%,0%
MMW,12,17,WI,Classical &amp; Medieval Tradition,"Stewart, Alexander B",2.917,21.4%,52.5%,16.8%,2.44%,2.44%,3.97%,0%,0%
MMW,12,17,WI,Classical &amp; Medieval Tradition,"Smarr, Janet L.",3.106,32.4%,46.7%,19.4%,0.32%,0.64%,0.32%,0%,0%
MMW,14,17,WI,"Revolution,Industry &amp; Empire","Blanco, John D",3.066,23.8%,56.8%,13.7%,0.91%,0%,4.58%,0%,0%
MMW,14,17,WI,"Revolution,Industry &amp; Empire","Chang, Edmond Yi-Teh",3.247,34.0%,54.5%,7.37%,0%,0.81%,3.27%,0%,0%
